loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
DIF_B_trt(10),dif_b_trt10,treatment,zone_9,y,dif_b_trt,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_control
DIF_B(1),dif_b1,plot,a0,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(2),dif_b2,plot,b0,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(3),dif_b3,plot,c0,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(4),dif_b4,plot,a1,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(5),dif_b5,plot,b1,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(6),dif_b6,plot,c1,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(7),dif_b7,plot,a2,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(8),dif_b8,plot,b2,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(9),dif_b9,plot,c2,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(10),dif_b10,plot,a3,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(11),dif_b11,plot,b3,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(12),dif_b12,plot,c3,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(13),dif_b13,plot,a4,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(14),dif_b14,plot,b4,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(15),dif_b15,plot,c4,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(16),dif_b16,plot,a5,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(17),dif_b17,plot,b5,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(18),dif_b18,plot,c5,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(19),dif_b19,plot,a6,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(20),dif_b20,plot,b6,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(21),dif_b21,plot,c6,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(22),dif_b22,plot,a7,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(23),dif_b23,plot,b7,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(24),dif_b24,plot,c7,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(25),dif_b25,plot,a8,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(26),dif_b26,plot,b8,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(27),dif_b27,plot,c8,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(28),dif_b28,plot,a9,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(29),dif_b29,plot,b9,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
DIF_B(30),dif_b30,plot,c9,y,dif_b,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_control
PIN_B(1),pin_b1,treatment,zone_0,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(2),pin_b2,treatment,zone_1,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(3),pin_b3,treatment,zone_2,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(4),pin_b4,treatment,zone_3,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(5),pin_b5,treatment,zone_4,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(6),pin_b6,treatment,zone_5,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(7),pin_b7,treatment,zone_6,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(8),pin_b8,treatment,zone_7,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(9),pin_b9,treatment,zone_8,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
PIN_B(10),pin_b10,treatment,zone_9,y,pin_b,genx,number,degrees Celsius,spatial average temperature at warming pins,genx_control
AMB_B,amb_b,site,logger,n,amb_b,genx,number,degrees Celsius,spatial average temperature in ambient plots,genx_control
PIN_R(1),pin_r1,treatment,zone_0,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(2),pin_r2,treatment,zone_1,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(3),pin_r3,treatment,zone_2,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(4),pin_r4,treatment,zone_3,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(5),pin_r5,treatment,zone_4,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(6),pin_r6,treatment,zone_5,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(7),pin_r7,treatment,zone_6,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(8),pin_r8,treatment,zone_7,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(9),pin_r9,treatment,zone_8,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
PIN_R(10),pin_r10,treatment,zone_9,y,pin_r,genx,number,degrees Celsius,running average temperature over 5 minutes at warming pin,genx_control
AMB_R,amb_r,site,logger,n,amb_r,genx,number,degrees Celsius,running average temperature over 5 minutes in ambient plots,genx_control
M_AMB,m_amb,site,logger,n,m_amb,genx,number,degrees Celsius,,genx_control
M_PIN(7),m_pin7,plot,a2,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(8),m_pin8,plot,b2,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(9),m_pin9,plot,c2,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(10),m_pin10,plot,a3,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(11),m_pin11,plot,b3,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(12),m_pin12,plot,c3,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(13),m_pin13,plot,a4,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(14),m_pin14,plot,b4,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(15),m_pin15,plot,c4,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(16),m_pin16,plot,a5,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(17),m_pin17,plot,b5,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(18),m_pin18,plot,c5,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(19),m_pin19,plot,a6,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(20),m_pin20,plot,b6,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(21),m_pin21,plot,c6,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(22),m_pin22,plot,a7,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(23),m_pin23,plot,b7,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(24),m_pin24,plot,c7,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(25),m_pin25,plot,a8,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(26),m_pin26,plot,b8,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(27),m_pin27,plot,c8,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(28),m_pin28,plot,a9,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(29),m_pin29,plot,b9,y,m_pin,genx,number,degrees Celsius,,genx_control
M_PIN(30),m_pin30,plot,c9,y,m_pin,genx,number,degrees Celsius,,genx_control
Proj_AMB30,proj_amb30,site,logger,n,proj_amb30,genx,number,degrees Celsius,3 minute projection of temperature in ambient plots,genx_control
Proj_PIN30(7),proj_pin307,plot,a2,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(8),proj_pin308,plot,b2,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(9),proj_pin309,plot,c2,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(10),proj_pin3010,plot,a3,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(11),proj_pin3011,plot,b3,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(12),proj_pin3012,plot,c3,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(13),proj_pin3013,plot,a4,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(14),proj_pin3014,plot,b4,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(15),proj_pin3015,plot,c4,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(16),proj_pin3016,plot,a5,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(17),proj_pin3017,plot,b5,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(18),proj_pin3018,plot,c5,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(19),proj_pin3019,plot,a6,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(20),proj_pin3020,plot,b6,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(21),proj_pin3021,plot,c6,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(22),proj_pin3022,plot,a7,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(23),proj_pin3023,plot,b7,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(24),proj_pin3024,plot,c7,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(25),proj_pin3025,plot,a8,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(26),proj_pin3026,plot,b8,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(27),proj_pin3027,plot,c8,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(28),proj_pin3028,plot,a9,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(29),proj_pin3029,plot,b9,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_PIN30(30),proj_pin3030,plot,c9,y,proj_pin30,genx,number,degrees Celsius,3 minute projection of temperature at warming pin,genx_control
Proj_DifB(7),proj_difb7,plot,a2,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(8),proj_difb8,plot,b2,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(9),proj_difb9,plot,c2,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(10),proj_difb10,plot,a3,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(11),proj_difb11,plot,b3,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(12),proj_difb12,plot,c3,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(13),proj_difb13,plot,a4,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(14),proj_difb14,plot,b4,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(15),proj_difb15,plot,c4,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(16),proj_difb16,plot,a5,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(17),proj_difb17,plot,b5,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(18),proj_difb18,plot,c5,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(19),proj_difb19,plot,a6,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(20),proj_difb20,plot,b6,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(21),proj_difb21,plot,c6,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(22),proj_difb22,plot,a7,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(23),proj_difb23,plot,b7,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(24),proj_difb24,plot,c7,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(25),proj_difb25,plot,a8,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(26),proj_difb26,plot,b8,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(27),proj_difb27,plot,c8,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(28),proj_difb28,plot,a9,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(29),proj_difb29,plot,b9,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
Proj_DifB(30),proj_difb30,plot,c9,y,proj_difb,genx,number,degrees Celsius,3 minute projected difference between heated and ambient,genx_control
B_TargetDIF(7),b_targetdif7,plot,a2,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(8),b_targetdif8,plot,b2,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(9),b_targetdif9,plot,c2,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(10),b_targetdif10,plot,a3,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(11),b_targetdif11,plot,b3,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(12),b_targetdif12,plot,c3,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(13),b_targetdif13,plot,a4,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(14),b_targetdif14,plot,b4,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(15),b_targetdif15,plot,c4,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(16),b_targetdif16,plot,a5,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(17),b_targetdif17,plot,b5,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(18),b_targetdif18,plot,c5,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(19),b_targetdif19,plot,a6,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(20),b_targetdif20,plot,b6,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(21),b_targetdif21,plot,c6,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(22),b_targetdif22,plot,a7,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(23),b_targetdif23,plot,b7,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(24),b_targetdif24,plot,c7,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(25),b_targetdif25,plot,a8,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(26),b_targetdif26,plot,b8,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(27),b_targetdif27,plot,c8,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(28),b_targetdif28,plot,a9,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(29),b_targetdif29,plot,b9,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDIF(30),b_targetdif30,plot,c9,y,b_targetdif,genx,number,degrees Celsius,delta from b_target,genx_control
B_TargetDEV(7),b_targetdev7,plot,a2,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(8),b_targetdev8,plot,b2,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(9),b_targetdev9,plot,c2,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(10),b_targetdev10,plot,a3,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(11),b_targetdev11,plot,b3,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(12),b_targetdev12,plot,c3,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(13),b_targetdev13,plot,a4,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(14),b_targetdev14,plot,b4,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(15),b_targetdev15,plot,c4,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(16),b_targetdev16,plot,a5,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(17),b_targetdev17,plot,b5,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(18),b_targetdev18,plot,c5,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(19),b_targetdev19,plot,a6,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(20),b_targetdev20,plot,b6,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(21),b_targetdev21,plot,c6,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(22),b_targetdev22,plot,a7,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(23),b_targetdev23,plot,b7,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(24),b_targetdev24,plot,c7,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(25),b_targetdev25,plot,a8,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(26),b_targetdev26,plot,b8,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(27),b_targetdev27,plot,c8,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(28),b_targetdev28,plot,a9,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(29),b_targetdev29,plot,b9,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
B_TargetDEV(30),b_targetdev30,plot,c9,y,b_targetdev,genx,number,degrees Celsius,proportional deviation from b_target (b_target-delta/ b_target),genx_control
Logger,logger,site,logger,n,logger,genx,character,NA,logger name,genx_control
Program,program,site,logger,n,program,genx,character,NA,program version,genx_control
Table,table,site,logger,n,table,genx,character,NA,loggernet table name,genx_control
rowid,rowid,key,logger,key,rowid,genx,character,NA,"unique id  for each orginal data row contatenate (timestamp, block, tabletype)",genx_control
time2,time2,key,logger,key,time2,genx,number,YYYY-MM-DD HH:MM:SS,posix time stamp (EST standard),genx_control
TIMESTAMP,timestamp,site,logger,n,timestamp,genx,number,YYYY-MM-DD HH:MM:SS,loggernet timestamp,genx_export
RECORD,record,site,logger,n,record,genx,number,NA,loggernet record number,genx_export
Statname,logger,key,logger,key,logger,genx,character,NA,logger name,genx_export
DIF_B_Avg(1),dif_b_avg1,plot,a0,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(2),dif_b_avg2,plot,b0,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(3),dif_b_avg3,plot,c0,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(4),dif_b_avg4,plot,a1,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(5),dif_b_avg5,plot,b1,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(6),dif_b_avg6,plot,c1,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(7),dif_b_avg7,plot,a2,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(8),dif_b_avg8,plot,b2,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(9),dif_b_avg9,plot,c2,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(10),dif_b_avg10,plot,a3,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(11),dif_b_avg11,plot,b3,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(12),dif_b_avg12,plot,c3,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(13),dif_b_avg13,plot,a4,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(14),dif_b_avg14,plot,b4,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(15),dif_b_avg15,plot,c4,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(16),dif_b_avg16,plot,a5,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(17),dif_b_avg17,plot,b5,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(18),dif_b_avg18,plot,c5,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(19),dif_b_avg19,plot,a6,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(20),dif_b_avg20,plot,b6,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(21),dif_b_avg21,plot,c6,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(22),dif_b_avg22,plot,a7,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(23),dif_b_avg23,plot,b7,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(24),dif_b_avg24,plot,c7,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(25),dif_b_avg25,plot,a8,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(26),dif_b_avg26,plot,b8,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(27),dif_b_avg27,plot,c8,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(28),dif_b_avg28,plot,a9,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(29),dif_b_avg29,plot,b9,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_Avg(30),dif_b_avg30,plot,c9,y,dif_b_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature,genx_export
DIF_B_trt_Avg(1),dif_b_trt_avg1,treatment,zone_0,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(2),dif_b_trt_avg2,treatment,zone_1,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(3),dif_b_trt_avg3,treatment,zone_2,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(4),dif_b_trt_avg4,treatment,zone_3,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(5),dif_b_trt_avg5,treatment,zone_4,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
DIF_B_trt_Avg(6),dif_b_trt_avg6,treatment,zone_5,y,dif_b_trt_avg,genx,number,degrees Celsius,heated soil treatment minus ambient temperature averaged across treatments,genx_export
